Município;Abacate;Abacaxi*;Açaí;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Alho;Amendoim (em casca);Arroz (em casca);Aveia (em grão);Azeitona;Banana (cacho);Batata-doce;Batata-inglesa;Borracha (látex coagulado);Borracha (látex líquido);Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Cana-de-açúcar;Cana para forragem;Caqui;Castanha de caju;Cebola;Centeio (em grão);Cevada (em grão);Chá-da-índia (folha verde);Coco-da-baía*;Dendê (cacho de coco);Erva-mate (folha verde);Ervilha (em grão);Fava (em grão);Feijão (em grão);Figo;Fumo (em folha);Girassol (em grão);Goiaba;Guaraná (semente);Juta (fibra);Laranja;Limão;Linho (semente);Maçã;Malva (fibra);Mamão;Mamona (baga);Mandioca;Manga;Maracujá;Marmelo;Melancia;Melão;Milho (em grão);Noz (fruto seco);Palmito;Pera;Pêssego;Pimenta-do-reino;Rami (fibra);Sisal ou agave (fibra);Soja (em grão);Sorgo (em grão);Tangerina;Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Cotia (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
Cravinhos (SP);-;-;-;...;-;-;-;450;-;-;-;100;-;-;-;...;-;285;285;-;...;1546380;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1660;134;-;-;-;-;-;-;-;-;-;-;-;1590;-;-;-;-;-;-;-;-;-;-;3000;-;-;-;-;-
Cristais Paulista (SP);853;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;9450;9450;-;...;450500;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14365;-;-;-;-;-;-;-;-;-;-;-;-;7200;-;-;-;-;-;-;-;2520;-;-;-;-;-;-;-;-
Cruzália (SP);-;-;-;...;-;-;-;-;240;17;-;250;-;-;-;...;-;-;-;-;...;243760;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;4834;-;-;-;-;-;-;-;23056;-;-;45;-;-;-;-;-
Cruzeiro (SP);-;-;-;...;-;-;-;-;205;-;-;680;30;-;-;...;-;-;-;-;...;1625;...;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;252;-;-;-;-;-;-;440;-;-;-;-;-;274;-;-;-;-;-;-;-;-;-;252;900;-;-;-;-;28
Cubatão (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
Cunha (SP);-;-;-;...;-;-;-;-;-;-;26;64;-;240;-;...;-;4;4;-;...;-;...;32;-;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;-;-;-;-;-;-;-;-;1000;-;-;-;-;-;2820;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-
Descalvado (SP);300;35;-;...;-;-;-;-;-;-;-;-;-;10617;-;...;-;371;371;-;...;2240000;...;-;-;-;-;-;-;50;-;-;-;-;6;-;-;-;320;-;-;95277;-;-;-;-;-;-;1830;-;500;-;-;-;5100;-;5;-;80;-;-;-;3600;-;-;-;-;-;-;-;-
Dirce Reis (SP);-;-;-;...;-;-;-;-;-;-;-;100;-;-;126;...;-;1;1;-;...;147000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;359;-;-;-;-;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Divinolândia (SP);120;-;-;...;-;-;-;-;-;-;-;-;-;17750;-;...;-;9450;9450;-;...;-;...;-;-;11000;-;-;-;-;-;-;-;-;135;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;720;-;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-
Dobrada (SP);-;-;-;...;-;-;-;2100;-;-;-;-;-;-;-;...;-;-;-;-;...;800000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;230;-;-;-;54;-;-;-;-;-;180;-;-;-;-;-;200;-;-;-;-;-;-;-;700;-;-;-;-;-;-;-;-
Dois Córregos (SP);160;25;-;...;-;-;-;625;-;-;-;-;-;-;-;...;-;4411;4411;-;...;2769000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2151;1786;-;-;-;-;-;285;-;-;-;-;-;1350;-;-;-;-;-;-;-;3113;-;1485;-;-;-;-;-;-
Dolcinópolis (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;450;...;-;-;-;-;...;270000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13499;324;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;112;500;-;-;-;-;321
Dourado (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;150;150;-;...;399162;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;-;-;-;-;-;-;-;5275;-;-;-;-;-;-;-;724;-;-;98;-;-;-;-;-
Dracena (SP);-;-;-;...;-;-;-;3200;-;-;-;162;30;-;60;...;-;216;216;-;...;857600;...;-;-;-;-;-;-;125;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;250;-;780;183;75;-;330;-;619;-;-;-;-;-;-;-;204;-;-;50;-;-;-;392;-
Duartina (SP);-;-;-;...;-;-;-;-;-;-;-;-;500;-;28;...;-;265;265;-;...;14089;...;67;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;45679;-;-;-;-;-;-;1339;64;105;-;-;-;200;-;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-
Dumont (SP);-;-;-;...;-;-;-;4800;-;-;-;20;-;-;-;...;-;-;-;-;...;722500;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;360;-;-;-;-;-;-;-;1080;75;-;-;-;-;-;-;-
Echaporã (SP);180;-;-;...;-;-;-;11475;-;537;-;-;112;-;-;...;-;102;102;-;...;156000;...;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;5250;1128;-;-;-;-;-;2592;-;20;-;623;-;2610;-;-;-;-;-;-;-;9408;-;46;96;-;-;-;-;-
Eldorado (SP);14;20;-;...;-;-;-;-;39;-;-;96668;15;-;-;...;-;-;-;-;...;-;...;17;-;-;-;-;-;-;-;-;-;-;15;-;-;-;32;-;-;18;24;-;-;-;24;-;73;-;96;-;-;-;113;-;3260;-;-;-;-;-;-;-;34;50;-;-;-;-;-
Elias Fausto (SP);-;-;-;...;-;-;-;-;-;-;-;-;773;2250;-;...;-;-;-;-;...;553000;...;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;425;-;-;-;62;-;-;-;-;-;494;-;300;-;-;-;3025;-;-;-;250;-;-;-;447;-;-;4900;-;-;-;-;3600
Elisiário (SP);30;-;-;...;-;-;-;-;-;-;-;-;-;-;14;...;-;-;-;-;...;400855;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;3010;-;-;-;-;24;106;140;-;-;-;-;-;-;6;-;-;-;-;-;276;-;-;-;-;-;-;-;-
Embaúba (SP);-;-;-;...;-;-;-;200;-;-;-;-;75;-;97;...;-;-;-;-;...;297500;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8531;1000;-;-;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;162;-;150;-;-;-;-;-;-
Embu das Artes (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
Embu-Guaçu (SP);-;-;-;...;-;-;-;-;-;-;-;39;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-
Emilianópolis (SP);-;-;-;...;-;-;-;-;-;-;-;-;5000;-;-;...;-;-;-;-;...;400000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1036;-;-;-;-;-;54;-;1450;-;-;-;-;-;-;-;2520;-;-;-;-;-;-;-;-
Engenheiro Coelho (SP);1260;-;-;...;-;-;-;-;-;-;-;480;517;-;-;...;-;-;-;-;...;216000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21828;3791;-;-;-;-;-;13600;76;47;-;-;-;10524;-;-;-;-;-;-;-;2055;-;-;-;-;-;-;-;-
Espírito Santo do Pinhal (SP);114;-;-;...;-;-;-;-;-;-;-;570;42;450;-;...;-;10253;10253;-;...;122400;...;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;15360;400;-;-;-;-;-;265;-;48;-;-;-;7000;-;-;-;-;-;-;-;-;-;-;840;-;-;-;-;674
Espírito Santo do Turvo (SP);264;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;157667;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73000;-;-;-;-;-;-;517;-;-;-;5417;-;2630;-;-;-;-;-;-;-;8280;-;-;75;-;-;-;10;-
Estrela d'Oeste (SP);-;-;-;...;-;-;-;-;-;-;-;4800;-;-;2940;...;-;7;7;-;...;650250;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39210;216;-;-;-;-;-;-;-;-;-;-;-;840;-;-;-;-;-;-;-;144;336;-;-;-;-;-;-;-
Estrela do Norte (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;13;13;-;...;488000;...;-;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5970;-;-;-;-;-;325;-;-;-;-;-;-;-;250;-;-;-;-;-;-;-;-
Euclides da Cunha Paulista (SP);-;-;-;...;-;-;-;-;-;-;-;-;54;-;-;...;-;-;-;-;...;286011;...;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25459;-;-;-;-;-;2707;-;-;-;-;-;-;-;2520;-;-;-;-;-;-;-;-
Fartura (SP);-;-;-;...;-;-;-;-;-;-;-;720;-;-;-;...;-;4800;4800;-;...;73500;...;-;-;-;-;-;-;-;-;-;-;-;620;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17190;-;-;-;-;-;-;-;15000;480;-;-;-;-;-;-;-
Fernandópolis (SP);-;-;-;...;-;-;-;-;-;-;-;980;-;-;2700;...;-;3;3;-;...;1275000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21298;3375;-;-;-;-;-;-;-;-;-;-;-;2880;-;-;-;-;-;-;-;300;-;-;-;-;-;-;-;-
Fernando Prestes (SP);198;-;-;...;-;-;-;1110;-;-;-;-;462;-;-;...;-;-;-;-;...;736000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;520;-;-;12825;54000;-;-;-;-;-;300;7800;170;-;-;-;149;-;-;-;-;-;-;-;126;-;-;-;-;-;-;-;-
Fernão (SP);282;-;-;...;-;-;-;-;-;-;-;-;19;-;-;...;-;615;615;-;...;60;...;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;9;-;-;12000;-;-;-;-;-;-;3049;-;184;-;-;-;4920;-;-;-;-;-;-;-;750;-;-;-;-;-;-;-;-
Ferraz de Vasconcelos (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
Flora Rica (SP);-;-;-;...;-;-;-;800;-;-;-;25;1250;-;-;...;-;-;-;-;...;252000;...;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;24;24;-;-;-;-;-;90;22;-;-;-;-;2265;-;-;-;-;-;-;-;1800;-;18;-;-;-;-;-;-
Floreal (SP);-;-;-;...;-;-;-;-;-;-;-;900;-;-;843;...;-;-;-;-;...;333000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1983;-;-;-;-;-;-;-;1390;-;-;-;-;3288;-;-;-;-;-;-;-;900;-;-;-;-;-;-;-;-
Flórida Paulista (SP);-;-;-;...;-;130;-;1050;-;-;-;450;1839;-;130;...;-;130;130;-;...;1086000;...;-;-;-;-;-;-;-;-;-;-;-;74;-;-;-;80;-;-;-;-;-;-;-;50;-;220;-;65;-;125;55;2757;-;-;-;-;-;-;-;1020;-;-;100;-;-;-;21;-
Florínea (SP);-;-;-;...;-;-;-;-;-;205;-;100;-;-;-;...;-;-;-;-;...;754460;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;6360;-;-;-;-;-;-;-;22881;-;-;-;-;-;-;-;-
Franca (SP);300;-;-;...;-;-;-;-;-;-;-;438;-;-;-;...;-;9100;9100;-;...;472500;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31500;-;-;-;-;-;-;100;-;-;-;-;-;3400;-;-;-;-;-;-;-;3289;-;-;100;-;-;-;-;-
Francisco Morato (SP);-;-;-;...;-;-;-;-;-;-;-;72;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Franco da Rocha (SP);-;-;-;...;-;-;-;-;-;-;-;25;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Gabriel Monteiro (SP);106;-;-;...;-;-;-;-;-;-;-;-;576;-;247;...;-;140;140;-;...;320000;...;-;-;-;-;-;-;150;-;-;-;-;-;-;-;53;-;-;-;-;7;-;-;-;-;-;-;-;83;-;-;-;1200;-;-;-;-;-;-;-;1410;-;-;960;-;-;-;-;-
Gália (SP);-;-;-;...;-;-;-;-;-;-;-;75;36;-;285;...;-;4100;4100;-;...;-;...;54;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;38000;1113;-;-;-;-;-;15875;-;423;-;-;-;3820;-;354;-;-;-;-;-;2550;-;-;90;-;-;-;-;-
Garça (SP);-;-;-;...;-;-;-;1275;-;-;-;-;10;-;2063;...;-;11600;11600;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;3200;232;-;-;-;-;-;12750;-;1900;-;-;-;1920;-;-;-;-;-;-;-;4500;-;-;45;-;-;-;-;-
Gastão Vidigal (SP);-;25;-;...;-;-;-;-;-;-;-;1988;-;-;52;...;-;-;-;-;...;392000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;40;-;1918;-;-;-;-;-;-;-;1325;-;-;170;-;-;-;-;-
Gavião Peixoto (SP);-;122;-;...;-;-;-;706;-;-;-;-;-;-;-;...;-;6;6;-;...;510300;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;200;-;-;-;48000;-;-;-;-;-;-;8909;-;-;-;-;-;2500;-;-;-;-;-;-;-;3984;-;-;-;-;-;-;-;19
General Salgado (SP);-;-;-;...;-;-;-;171;-;-;-;3200;-;-;2012;...;-;-;-;-;...;924350;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;-;-;-;168;-;4200;-;-;-;-;-;-;-;1800;-;-;-;-;-;-;-;-
Getulina (SP);-;-;-;...;-;-;-;11000;-;-;-;2310;330;-;1123;...;-;334;332;2;...;1383750;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70500;71;-;-;-;-;-;17430;-;-;-;-;-;1000;-;-;-;-;-;-;-;1044;210;-;-;-;-;-;-;-
Glicério (SP);-;-;-;...;-;-;-;-;-;-;-;250;2112;-;12;...;-;28;28;-;...;510230;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;560;-;-;-;-;-;6930;-;-;-;-;-;-;-;8400;3000;-;-;-;-;-;-;-
Guaiçara (SP);-;-;-;...;-;-;-;5840;-;-;-;78;-;-;160;...;-;1;1;-;...;525000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39100;86;-;-;-;-;-;178;-;-;-;-;-;288;-;-;-;-;-;-;-;1185;-;-;-;-;-;-;-;-
Guaimbê (SP);370;-;-;...;-;-;-;6750;-;-;-;-;39;-;235;...;-;97;97;-;...;149500;...;530;-;-;-;-;-;107;-;-;-;-;-;-;-;-;176;-;-;37454;16;-;-;-;-;-;19375;-;-;-;-;-;532;-;-;-;-;-;-;-;1824;-;-;-;-;-;-;-;-
Guaíra (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;744;...;-;-;-;-;...;5080000;...;-;-;-;-;-;-;-;-;-;-;-;6750;-;-;-;-;-;-;-;-;-;-;-;-;-;251;-;-;-;-;-;60690;-;-;-;-;-;-;-;70820;263;-;51000;-;-;-;-;-
Guapiaçu (SP);50;-;-;...;-;-;-;90;-;-;-;32;-;-;4547;...;-;-;-;-;...;1118320;...;-;-;120;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;28560;608;-;-;-;-;-;134;-;-;-;60;-;1200;-;-;-;-;-;-;-;2772;-;116;-;-;-;-;-;-
Guapiara (SP);25;-;-;...;-;-;-;-;5;-;-;100;400;30;-;...;-;-;-;-;...;-;...;2000;-;375;-;-;-;-;-;-;-;-;260;-;-;-;100;-;-;200;80;-;90;-;-;-;375;-;45;-;20;-;24000;-;-;15;13500;-;-;-;20000;-;200;49000;7500;-;-;-;105
Guará (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;50;50;-;...;1435770;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80;142;-;-;-;-;1583;-;-;-;-;-;-;-;12886;600;-;50;-;-;-;-;-
Guaraçaí (SP);-;48000;-;...;-;-;-;-;-;-;-;267;-;-;2300;...;-;-;-;-;...;1750000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13464;405;-;-;-;-;-;900;-;100;-;300;-;1260;-;-;-;-;-;-;-;-;-;477;-;-;-;-;115;-
Guaraci (SP);234;-;-;...;-;-;-;549;-;-;-;-;46;-;1248;...;-;-;-;-;...;2917200;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37518;-;-;-;-;69;-;62;1359;-;-;-;-;4221;-;-;-;-;-;-;-;1324;-;13;-;-;-;-;-;-
Guarani d'Oeste (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;24;...;-;-;-;-;...;102400;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2448;-;-;-;-;-;-;-;-;-;-;-;-;756;-;-;-;-;-;-;-;726;18;-;-;-;-;-;-;-
Guarantã (SP);-;-;-;...;-;-;-;7500;-;-;-;200;-;-;252;...;-;141;140;1;...;888671;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4100;-;-;69523;2200;-;-;-;-;-;20;-;-;-;3500;-;720;-;-;-;-;-;-;-;36;-;-;175;-;-;-;-;-
Guararapes (SP);-;-;-;...;-;-;-;374;-;-;-;-;-;-;3075;...;-;-;-;-;...;3432675;...;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9900;-;-;-;-;-;-;-;12250;1150;-;1920;-;-;-;-;-
Guararema (SP);-;-;-;...;-;-;-;-;-;-;-;-;15;-;-;...;-;-;-;-;...;1000;...;2205;-;-;-;-;-;-;-;-;-;-;68;-;-;-;230;-;-;100;-;-;-;-;-;-;1600;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;320;800;-;-;-;-;-
Guaratinguetá (SP);-;-;-;...;-;-;-;-;17220;-;-;1020;-;-;-;...;-;-;-;-;...;600;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;250;-;-;-;-;-;630;-;-;-;-;-;-;-;185;-;-;-;-;-;-;-;-
Guareí (SP);-;-;-;...;-;-;-;-;17;-;-;201;-;-;-;...;-;9;9;-;...;49000;...;-;-;-;-;-;-;-;-;-;-;-;160;-;-;-;-;-;-;-;-;-;-;-;-;-;1000;-;54;-;4200;-;17028;-;-;-;-;-;-;-;7200;15;7875;150;750;-;-;-;-
Guariba (SP);-;-;-;...;-;-;-;9375;-;-;-;-;-;-;-;...;-;-;-;-;...;1802000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;1020;-;-;-;-;-;-;-;3960;-;-;-;-;-;-;-;-
Guarujá (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Guarulhos (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
Guatapará (SP);-;-;-;...;-;-;40;739;-;-;-;-;-;-;-;...;-;-;-;-;...;1853568;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;300;-;-;-;-;-;4632;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-
Guzolândia (SP);-;-;-;...;-;-;-;295;-;-;-;1440;-;-;649;...;-;1;1;-;...;162925;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5160;75;-;-;-;-;-;-;704;-;-;-;-;1016;-;-;-;-;-;-;-;2033;-;-;-;-;-;-;-;-
Herculândia (SP);-;-;-;...;-;-;-;24700;-;-;-;-;-;-;600;...;-;172;172;-;...;591000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13490;-;-;-;-;-;1740;-;-;-;-;-;-;-;1242;-;-;-;-;-;-;-;-
Holambra (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;4;4;-;...;39000;...;-;-;-;-;-;-;-;-;-;-;-;51;-;-;25;540;-;-;8296;1913;-;-;-;-;-;100;-;-;-;-;-;4950;-;-;-;-;-;-;-;2520;108;-;240;420;20;-;-;-
Hortolândia (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
Iacanga (SP);-;-;-;...;-;-;-;4400;-;-;-;-;-;-;90;...;-;8;8;-;...;1631200;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;31923;104;-;-;-;-;-;-;-;-;-;3925;-;1875;-;-;-;-;-;-;-;12000;-;440;64;-;-;-;-;-
Iacri (SP);80;-;-;...;-;-;-;11250;-;-;-;150;-;-;420;...;-;836;836;-;...;455000;...;-;-;-;-;-;-;160;-;-;-;-;-;-;-;-;-;-;-;765;-;-;-;-;560;-;6600;-;500;-;-;-;4800;-;-;-;-;-;-;-;3240;-;141;-;-;-;-;-;-
Iaras (SP);-;228;-;...;-;-;-;-;-;-;-;85;-;-;-;...;-;4;4;-;...;157500;...;-;-;-;-;-;-;-;-;-;-;-;3672;-;-;-;-;-;-;373500;140;-;-;-;-;-;250;-;-;-;-;-;8530;-;-;-;-;-;-;-;13494;432;-;-;1490;726;-;-;-
Ibaté (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;1275000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29700;-;-;-;-;-;-;-;-;-;-;-;-;375;-;-;-;-;-;-;-;420;-;-;-;-;-;-;-;-
Ibirá (SP);74;-;-;...;-;-;-;-;-;-;-;-;-;-;804;...;-;7;7;-;...;1192000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;148;-;-;7585;11640;-;-;-;-;-;525;240;-;-;-;-;4425;-;-;-;-;-;-;-;2160;1080;-;-;-;-;-;-;-
Ibirarema (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;280000;...;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;30000;-;-;-;-;-;1320;-;-;-;-;-;-;-;36000;-;-;-;1200;-;-;-;-
Ibitinga (SP);-;-;-;...;-;-;-;11250;-;-;-;720;-;-;360;...;-;31;31;-;...;2170000;...;-;-;-;-;-;-;1520;-;-;-;-;-;-;-;-;-;-;-;140000;1750;-;-;-;-;-;600;400;-;-;-;-;5400;-;60;-;-;-;-;-;5400;-;-;-;-;-;-;-;-
Ibiúna (SP);135;12;-;...;-;-;10;-;6;-;-;-;80;5006;-;...;-;5;5;-;...;-;...;4114;-;7900;-;-;-;-;-;-;-;-;720;-;-;-;100;-;-;196;144;-;-;-;-;-;3080;-;-;-;-;-;11570;-;-;160;192;-;-;-;840;-;196;5350;560;-;-;-;67
Icém (SP);-;-;-;...;-;-;-;2700;-;-;-;-;-;-;473;...;-;3;3;-;...;667500;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24343;-;-;-;-;-;-;-;-;-;-;-;-;6300;-;-;-;-;-;-;-;1500;250;-;-;-;-;-;-;-
Iepê (SP);-;-;-;...;-;-;-;5950;-;-;-;-;-;-;-;...;-;-;-;-;...;1440000;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1485;-;-;-;-;-;47200;-;-;-;-;-;-;-;38450;4600;-;-;-;-;-;-;-
Igaraçu do Tietê (SP);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;509564;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Igarapava (SP);-;-;-;...;-;-;-;427;-;-;-;-;-;-;1;...;-;204;204;-;...;1559300;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17623;-;-;-;-;-;-;750;-;-;-;-;-;1548;-;-;-;-;-;-;-;7227;294;-;-;-;-;-;-;-
