Município;Abacate;Abacaxi*;Açaí;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Alho;Amendoim (em casca);Arroz (em casca);Aveia (em grão);Azeitona;Banana (cacho);Batata-doce;Batata-inglesa;Borracha (látex coagulado);Borracha (látex líquido);Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Cana-de-açúcar;Cana para forragem;Caqui;Castanha de caju;Cebola;Centeio (em grão);Cevada (em grão);Chá-da-índia (folha verde);Coco-da-baía*;Dendê (cacho de coco);Erva-mate (folha verde);Ervilha (em grão);Fava (em grão);Feijão (em grão);Figo;Fumo (em folha);Girassol (em grão);Goiaba;Guaraná (semente);Juta (fibra);Laranja;Limão;Linho (semente);Maçã;Malva (fibra);Mamão;Mamona (baga);Mandioca;Manga;Maracujá;Marmelo;Melancia;Melão;Milho (em grão);Noz (fruto seco);Palmito;Pera;Pêssego;Pimenta-do-reino;Rami (fibra);Sisal ou agave (fibra);Soja (em grão);Sorgo (em grão);Tangerina;Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
São Gabriel (BA);-;-;-;...;-;-;-;-;-;-;-;66;-;-;-;...;-;-;-;-;...;-;...;-;-;2223;-;-;-;-;-;-;-;-;787;-;-;-;-;-;-;-;-;-;-;-;-;5957;298;-;23;-;-;-;1122;-;-;-;-;-;-;-;-;256;-;429;-;-;-;-;-
São Gonçalo dos Campos (BA);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;974;-;-;-;-;-;-;-;-;-;-;-;-;-;2083;-;-;-;-;-;370;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São José da Vitória (BA);-;-;-;...;-;-;-;-;-;-;-;507;-;-;145;...;6832;136;-;136;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São José do Jacuípe (BA);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;145;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São Miguel das Matas (BA);-;79;-;...;-;-;-;106;-;-;-;1362;-;-;-;...;21437;-;-;-;...;-;...;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2282;-;-;-;-;-;-;5863;-;361;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
São Sebastião do Passé (BA);-;332;-;...;-;-;-;17;-;-;-;110;-;-;-;...;-;-;-;-;...;111;...;-;-;-;-;-;-;20;-;-;-;-;31;-;-;-;-;-;-;70;-;-;-;-;-;-;1199;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Sapeaçu (BA);-;-;-;...;-;-;-;118;-;-;-;9;5;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;113;-;132;-;-;-;-;3076;5388;-;-;-;-;-;865;-;17;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Sátiro Dias (BA);-;-;-;...;-;-;-;80;-;-;-;-;1019;-;-;...;-;-;-;-;...;-;...;-;264;-;-;-;-;45;-;-;-;-;6194;-;-;-;370;-;-;2414;22064;-;-;-;3428;-;2496;-;3663;-;13520;-;1510;-;-;-;-;-;-;-;-;-;40;331;-;-;-;-;-
Saubara (BA);-;17;-;...;-;-;-;24;-;-;-;46;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;2;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;146;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Saúde (BA);-;-;-;...;-;-;-;-;-;-;-;648;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;-;-;98;230;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Seabra (BA);14;30;-;...;-;-;-;-;4;-;-;795;-;-;-;...;-;10208;10208;-;...;-;...;-;-;113;-;-;-;-;-;-;-;-;116;-;495;-;-;-;-;1;-;-;-;-;380;94;1875;-;169;-;234;-;49;-;-;-;-;-;-;-;-;-;31;7350;-;-;-;-;-
Sebastião Laranjeiras (BA);-;-;-;...;-;336;-;-;-;-;-;3922;-;-;-;...;-;-;-;-;...;791;...;-;-;-;-;-;-;501;-;-;-;-;1497;-;-;-;104;-;-;25;-;-;-;-;176;-;479;784;1226;-;193;-;228;-;-;-;-;-;-;-;-;214;-;-;-;-;-;-;-
Senhor do Bonfim (BA);-;43;-;...;-;-;-;-;-;-;-;350;29;-;-;...;-;14;14;-;...;4;...;-;-;-;-;-;-;3;-;-;-;-;526;-;-;-;-;-;-;26;-;-;-;-;14;62;470;32;21;-;23;-;449;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Serra do Ramalho (BA);-;-;-;...;-;8457;-;-;-;-;-;26400;-;-;-;...;-;-;-;-;...;18;...;-;-;-;-;-;-;77;-;-;-;-;744;-;-;-;-;-;-;-;-;-;-;-;26880;3;360;-;-;-;-;-;20983;-;-;-;-;-;-;-;34200;680;-;-;-;-;-;-;-
Sento Sé (BA);-;-;-;...;-;-;-;-;-;-;-;1791;-;-;-;...;-;-;-;-;...;-;...;-;-;7574;-;-;-;-;-;-;-;-;231;-;-;-;-;-;-;-;-;-;-;-;-;-;216;21168;177;-;570;252;36;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-
Serra Dourada (BA);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;557;...;-;-;-;-;-;-;-;-;-;-;-;608;-;-;-;-;-;-;-;-;-;-;-;-;-;1587;-;-;-;-;-;156;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Serra Preta (BA);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;569;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Serrinha (BA);-;-;-;...;-;-;-;14;-;-;-;-;300;-;-;...;-;-;-;-;...;-;...;-;11;-;-;-;-;-;-;-;-;-;2694;-;-;-;-;-;-;132;-;-;-;-;-;-;582;177;-;-;-;-;2301;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Serrolândia (BA);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;42;385;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Simões Filho (BA);-;-;-;...;-;-;-;39;-;-;-;193;-;-;-;...;-;-;-;-;...;15;...;-;-;-;-;-;-;9;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;1020;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Sítio do Mato (BA);-;-;-;...;-;-;-;-;-;-;-;170;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;12;-;-;-;-;2646;-;-;-;25;-;-;-;-;-;-;-;8900;-;425;15;-;-;-;-;734;-;-;-;-;-;-;-;1073;43;-;-;-;-;-;-;-
Sítio do Quinto (BA);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;101;-;-;-;-;-;-;-;-;-;384;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;4140;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Sobradinho (BA);-;-;-;...;-;-;-;-;-;-;-;210;-;-;-;...;-;-;-;-;...;-;...;-;-;1207;-;-;-;258;-;-;-;-;199;-;-;-;729;-;-;-;440;-;-;-;31;-;209;7552;225;-;1225;2459;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;427
Souto Soares (BA);-;-;-;...;-;-;-;-;-;-;-;49;-;-;-;...;-;552;552;-;...;130;...;-;-;166;-;-;-;-;-;-;-;-;135;-;-;-;-;-;-;144;17;-;-;-;3;982;4275;-;-;-;43;-;393;-;-;-;-;-;-;435;-;-;-;248;-;-;-;-;-
Tabocas do Brejo Velho (BA);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;377;...;-;-;-;-;-;-;-;-;-;-;-;350;-;-;-;-;-;-;-;-;-;-;-;-;-;1190;-;-;-;-;-;173;-;-;-;-;-;-;-;6799;-;-;-;-;-;-;-;-
Tanhaçu (BA);-;-;-;...;-;75;-;-;-;-;-;210;-;-;-;...;-;1040;1040;-;...;420;...;-;-;-;-;-;-;440;-;-;-;-;190;-;-;-;4320;-;-;67;2624;-;-;-;8;-;190;4050;4950;-;5250;-;7;-;-;-;-;-;-;-;-;-;-;2880;-;-;-;-;-
Tanque Novo (BA);-;-;-;...;-;-;-;-;-;-;-;23;-;-;-;...;-;-;-;-;...;30;...;-;-;-;-;-;-;7;-;-;-;-;1371;-;-;-;-;-;-;5;-;-;-;-;-;-;1339;-;41;-;77;-;438;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tanquinho (BA);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Taperoá (BA);-;-;39;...;-;-;-;-;-;-;-;10678;-;-;-;...;12911;1162;-;1162;...;3;...;-;-;-;-;-;-;16;1292;-;-;-;50;-;-;-;-;4496;-;12;-;-;-;-;24;-;1042;-;21;-;-;-;10;-;223;-;-;900;-;-;-;-;-;-;-;-;-;141;-
Tapiramutá (BA);-;-;-;...;-;-;-;-;-;-;-;1003;-;-;-;...;-;2320;2320;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;2946;-;-;-;-;-;-;-;14;-;-;-;-;70;1010;-;560;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Teixeira de Freitas (BA);6;30;-;...;-;-;-;11;-;-;-;5528;1539;-;152;...;369;70794;-;70794;...;1661;...;-;-;-;-;-;-;106;-;-;-;-;81;-;-;-;20;-;-;31;-;-;-;-;3016;-;1218;-;437;-;4950;-;104;-;-;-;-;1709;-;-;-;-;-;221;-;-;-;545;-
Teodoro Sampaio (BA);-;-;-;...;-;-;-;4;-;-;-;16;-;-;-;...;-;-;-;-;...;-;...;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;130;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Teofilândia (BA);-;-;-;...;-;-;-;40;-;-;-;-;143;-;-;...;-;-;-;-;...;-;...;-;16;-;-;-;-;-;-;-;-;-;582;-;-;-;-;-;-;-;-;-;-;-;-;-;114;-;18;-;-;-;658;-;-;-;-;-;-;6641;-;-;-;-;-;-;-;-;-
Teolândia (BA);-;-;-;...;-;-;-;-;-;-;-;61678;-;-;-;...;61120;67;-;67;...;-;...;-;108;-;-;-;-;73;-;-;-;-;-;-;-;-;-;568;-;27;-;-;-;-;-;3;3107;10;143;-;-;-;-;-;63;-;-;252;-;-;-;-;-;-;-;-;-;9;-
Terra Nova (BA);-;-;-;...;-;-;-;-;-;-;-;31;-;-;-;...;-;-;-;-;...;61;...;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;6;-;-;-;-;-;-;653;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Tremedal (BA);-;-;-;...;-;-;-;-;-;-;-;23;-;-;-;...;-;112;112;-;...;197;...;-;-;-;-;-;-;4;-;-;-;-;782;-;-;-;-;-;-;10;-;-;-;-;-;-;1317;-;10;-;47;-;164;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-
Tucano (BA);-;-;-;...;-;-;-;-;-;-;-;264;-;-;-;...;-;-;-;-;...;-;...;-;1036;-;-;-;-;-;-;-;-;-;583;-;-;-;-;-;-;-;-;-;-;-;-;-;1515;220;390;-;300;-;467;-;-;-;-;-;-;7700;-;-;-;-;-;-;-;-;-
Uauá (BA);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;360;-;-;-;-;-;-;-;-;-;-;-;-;-;700;-;-;-;98;-;2400;-;-;-;-;-;-;595;-;-;-;-;-;-;-;-;-
Ubaíra (BA);35;10;6;...;-;-;-;16;-;-;-;12483;-;-;-;...;14329;118;118;-;...;3;...;-;-;-;-;-;-;14;-;-;-;-;151;-;-;-;-;116;-;26;-;-;-;-;5;-;235;9;822;-;5;-;14;-;-;-;-;89;-;-;-;-;-;135;-;-;-;-;-
Ubaitaba (BA);2;-;114;...;-;-;-;-;-;-;-;3866;-;-;-;...;5173;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;503;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ubatã (BA);8;9;-;...;-;-;-;-;-;-;-;1022;-;-;-;...;18077;43;-;43;...;-;...;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;10;-;177;-;20;-;-;-;-;-;-;-;-;13;-;-;-;-;9;-;-;-;-;6;-
Uibaí (BA);-;25;-;...;-;-;-;-;-;-;-;991;-;-;-;...;-;-;-;-;...;-;...;-;-;1742;-;-;-;14;-;-;-;-;575;-;-;-;-;-;-;22;-;-;-;-;-;5487;341;43;-;-;94;-;1122;-;-;-;-;-;-;-;-;91;-;-;-;-;-;-;-
Umburanas (BA);-;2688;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;492;-;-;-;-;-;-;-;-;-;-;-;-;677;1150;-;-;-;-;-;152;-;-;-;-;-;-;1911;-;-;-;-;-;-;-;-;-
Una (BA);5;680;1893;...;-;-;-;-;-;-;-;4691;-;-;34141;...;43857;11700;-;11700;...;69;...;-;-;-;-;-;-;4425;39;-;-;-;46;-;-;-;-;365;-;85;-;-;-;-;1602;-;2628;-;282;-;-;-;-;-;2062;-;-;1692;-;-;-;-;-;-;-;-;-;-;-
Urandi (BA);-;-;-;...;-;92;-;-;-;-;-;6151;-;-;-;...;-;60;60;-;...;24;...;-;-;-;-;-;-;168;-;-;-;-;2009;-;-;-;-;-;-;15;77;-;-;-;-;-;307;475;1184;-;-;-;176;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Uruçuca (BA);6;253;454;...;-;-;-;-;-;-;-;1759;-;-;1188;...;55497;1040;-;1040;...;27;...;-;-;-;-;-;-;259;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;390;-;68;-;-;-;35;-;1863;-;-;55;-;-;-;-;-;-;-;-;-;-;-
Utinga (BA);-;114;-;...;-;-;-;-;-;-;-;7245;-;-;-;...;400;1800;1800;-;...;132;...;-;-;-;-;-;-;-;-;-;-;-;111;-;-;-;-;-;-;-;71;-;-;-;3654;-;448;-;669;-;-;-;-;-;-;-;-;196;-;-;-;-;-;1782;-;-;-;-;-
Valença (BA);-;1939;382;...;-;-;-;354;-;-;-;52800;28;-;1275;...;43817;1680;-;1680;...;23;...;-;61;-;-;-;-;3770;2321;-;-;-;119;-;-;-;27;3484;-;531;60;-;-;-;290;-;2730;30;380;-;188;-;106;-;-;-;-;494;-;-;-;-;24;-;-;-;-;674;-
Valente (BA);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;144;-;-;-;-;-;-;-;-;-;-;-;-;14280;-;-;-;-;-;-;-;-;-
Várzea da Roça (BA);-;-;-;...;-;-;-;-;-;-;-;291;549;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;417;-;-;-;1602;-;-;-;-;-;-;-;-;-;-;114;142;-;-;-;183;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Várzea do Poço (BA);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;-;-;-;780;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Várzea Nova (BA);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;1000;-;-;-;-;-;-;-;-;225;-;-;-;360;-;-;-;-;-;-;-;-;147;-;-;885;-;367;-;2550;-;-;-;-;-;-;36900;-;-;-;5758;-;-;-;-;-
Varzedo (BA);-;9;-;...;-;-;-;13;-;-;-;754;1;-;-;...;5919;-;-;-;...;3;...;-;-;-;-;-;-;11;-;-;-;-;20;-;-;-;-;-;-;3020;-;-;-;-;11;-;2167;24;14;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Vera Cruz (BA);-;-;-;...;-;-;-;-;-;-;-;852;-;-;-;...;-;-;-;-;...;10;...;-;13;-;-;-;-;217;3;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;850;427;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Vereda (BA);-;-;-;...;-;-;-;-;-;-;-;1285;-;-;-;...;286;6696;-;6696;...;661;...;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1107;-;174;-;61;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-
Vitória da Conquista (BA);-;20;-;...;-;-;-;-;-;-;-;458;-;-;-;...;-;55248;55248;-;...;289;...;-;-;-;-;-;-;-;-;-;-;-;2240;-;-;-;-;-;-;93;-;-;-;-;10;-;10931;-;455;-;393;-;139;-;-;-;-;-;-;-;-;-;115;-;-;-;-;7;-
Wagner (BA);-;11;-;...;-;-;-;-;-;-;-;17223;-;-;-;...;-;358;358;-;...;62;...;-;-;-;-;-;-;-;-;-;-;-;184;-;-;-;-;-;-;-;-;-;-;-;5656;29;354;42;86;-;31;-;460;-;-;-;-;-;-;-;-;-;-;624;-;-;-;-;-
Wanderley (BA);-;-;-;...;-;16444;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;47;...;-;-;-;-;-;-;-;-;-;-;-;644;-;-;-;-;-;-;-;-;-;-;-;-;-;496;-;217;-;75;-;2509;-;-;-;-;-;-;-;-;1350;-;-;-;-;-;-;-
Wenceslau Guimarães (BA);-;388;-;...;-;-;-;-;-;-;-;85273;-;-;1258;...;102177;1730;-;1730;...;-;...;-;33;-;-;-;-;150;35;-;-;-;-;-;-;-;176;359;-;116;62;-;-;-;644;-;4578;20;1156;-;-;-;-;-;79;-;-;904;-;-;-;-;8;-;-;-;-;17;-
Xique-Xique (BA);-;-;-;...;-;-;-;-;-;-;-;186;-;-;-;...;-;-;-;-;...;-;...;-;-;3459;-;-;-;57;-;-;-;-;370;-;-;-;-;-;-;-;-;-;-;-;-;16;461;304;-;-;642;-;983;-;-;-;-;-;-;-;-;10;-;27;-;-;-;-;-
Abadia dos Dourados (MG);-;-;-;...;-;-;-;-;-;-;-;143;-;-;-;...;-;4356;4356;-;...;76;...;-;-;-;-;-;-;-;-;-;-;-;171;-;-;-;-;-;-;-;-;-;-;-;-;-;346;-;328;-;-;-;16075;-;-;-;-;-;-;-;37196;245;-;187;-;-;-;-;-
Abaeté (MG);-;751;-;...;-;-;-;-;12;-;-;140;-;-;-;...;-;2160;2160;-;...;1722;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;279;113;526;-;1579;-;9477;-;-;-;-;-;-;-;4751;-;-;-;-;-;-;-;-
Abre Campo (MG);-;-;-;...;-;-;-;-;-;-;-;277;-;-;-;...;-;64800;64800;-;...;1296;...;-;-;-;-;-;-;-;-;-;-;-;1126;-;-;-;-;-;-;-;-;-;-;-;-;-;129;-;29;-;-;-;2520;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Acaiaca (MG);-;-;-;...;-;-;-;9;-;-;-;53;-;-;-;...;-;42;42;-;...;276;...;-;-;-;-;-;-;-;-;-;-;-;124;-;-;-;-;-;-;15;-;-;-;-;-;-;26;-;-;-;-;-;491;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Açucena (MG);-;-;-;...;-;-;30;35;-;-;-;721;-;-;-;...;-;109;109;-;...;816;...;-;-;-;-;-;-;-;-;-;-;-;731;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;14;-;-;-;1611;-;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Água Boa (MG);-;-;-;...;-;-;-;20;6;-;-;3009;8;-;-;...;-;20869;18144;2725;...;1120;...;-;-;-;-;-;-;16;-;-;-;-;2310;-;-;-;-;-;-;78;30;-;-;-;-;-;319;-;30;-;10;-;5400;-;-;-;-;12;-;-;-;-;24;3490;-;-;-;-;-
Água Comprida (MG);-;-;-;...;-;2448;-;-;-;-;-;126;-;-;4577;...;-;-;-;-;...;221953;...;-;-;-;-;-;-;-;-;-;-;-;5196;-;-;-;-;-;-;-;-;-;-;-;467;-;41;-;-;-;-;-;32964;-;-;-;-;-;-;-;85183;7560;-;-;-;-;-;-;-
Aguanil (MG);-;-;-;...;-;-;-;-;-;-;-;162;-;-;-;...;-;32752;32752;-;...;343;...;-;-;-;-;-;-;-;-;-;-;-;707;-;-;-;-;-;-;47;-;-;-;-;-;-;132;14;-;-;-;-;11000;-;-;-;-;-;-;-;3794;-;-;190;-;-;-;-;-
Águas Formosas (MG);-;-;-;...;-;-;-;-;-;-;-;99;-;-;-;...;-;-;-;-;...;238;...;-;-;-;-;-;-;51;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;1444;-;-;-;-;-;43;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-;-
Águas Vermelhas (MG);-;-;-;...;-;-;-;5;-;-;-;1796;-;-;-;...;-;28266;28140;126;...;-;...;-;-;-;-;-;-;16;-;-;-;-;695;-;-;-;-;-;-;23;-;-;-;-;-;-;1199;-;-;-;70;-;655;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Aimorés (MG);-;-;-;...;-;-;-;-;647;-;-;1241;-;-;-;...;-;16654;5293;11361;...;174;...;-;-;-;-;-;-;2287;-;-;-;-;1603;-;-;-;60;-;-;111;42;-;-;-;-;-;306;140;934;-;-;-;3410;-;-;-;-;99;-;-;-;-;55;5197;-;-;-;-;-
Aiuruoca (MG);-;-;-;...;-;-;-;-;4;-;190;-;-;-;-;...;-;166;166;-;...;428;...;-;-;-;-;-;-;-;-;-;-;-;3030;-;-;-;-;-;-;-;-;-;60;-;-;-;27;-;-;-;-;-;8694;-;-;-;-;-;-;-;1778;-;-;-;-;-;-;-;-
Alagoa (MG);-;-;-;...;-;-;119;-;-;-;218;-;-;-;-;...;-;-;-;-;...;-;...;-;-;68;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;163;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Albertina (MG);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;32702;32702;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;186;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Além Paraíba (MG);-;-;-;...;-;-;-;-;-;-;-;77;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;736;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Alfenas (MG);-;-;-;...;-;-;267;-;-;-;-;2970;356;7578;-;...;-;179600;179600;-;...;44056;...;-;-;-;-;-;-;-;-;-;-;-;10683;-;-;-;555;-;-;110;-;-;-;-;47;-;928;-;861;-;-;-;124959;-;-;-;-;-;-;-;115571;2666;-;3124;2536;-;-;-;-
Alfredo Vasconcelos (MG);293;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;662;-;144;-;-;-;-;-;-;48;-;316;-;-;-;1114;-;-;-;-;-;715;-;-;-;44;32;44;-;-;-;1114;-;-;-;1440;-;-;-;-;-;-;4552;-;-;-;-;-
Almenara (MG);-;61;-;...;-;-;-;-;-;-;-;628;-;-;-;...;561;680;491;189;...;311;...;-;-;-;-;-;-;274;-;-;-;-;583;-;-;-;-;-;-;25;-;-;-;-;89;-;786;14;-;-;12;-;96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-
Alpercata (MG);-;-;-;...;-;-;-;-;-;-;-;38;35;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;41;23;-;-;-;-;-;127;59;47;-;-;-;2032;-;-;-;-;64;-;-;-;-;-;192;-;-;-;-;-
Alpinópolis (MG);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;117699;117699;-;...;6767;...;-;-;-;-;-;-;-;-;-;-;-;2458;-;-;-;-;-;-;-;9;-;-;-;-;-;47;-;127;-;-;-;28589;-;-;-;-;-;-;-;26676;310;-;116;-;-;-;-;120
Alterosa (MG);-;-;-;...;-;-;-;-;11;-;-;-;-;800;-;...;-;58126;58126;-;...;4046;...;-;-;-;-;-;-;-;-;-;-;-;3050;-;-;-;-;-;-;2376;-;-;-;-;-;-;-;-;-;-;-;-;27072;-;-;-;-;-;-;-;11934;-;-;-;-;-;-;-;23
Alto Caparaó (MG);-;-;-;...;-;-;-;-;-;-;-;32;-;-;-;...;-;34324;34324;-;...;24;...;-;-;-;-;-;-;-;-;-;-;-;155;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;535;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Alto Rio Doce (MG);-;-;-;...;-;-;-;9;25;-;-;26;-;-;-;...;-;-;-;-;...;5366;...;-;-;-;-;-;-;-;-;-;-;-;2920;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;7431;-;-;-;-;-;-;-;-;-;592;52;-;-;-;-;32
Alvarenga (MG);-;12;-;...;-;-;-;-;26;-;-;212;-;-;-;...;-;6310;6247;63;...;150;...;-;-;-;-;-;-;72;-;-;-;-;178;-;-;-;-;-;-;47;-;-;-;-;-;-;57;-;-;-;-;-;183;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Alvinópolis (MG);-;-;-;...;-;-;-;16;-;-;-;91;-;-;-;...;-;63;63;-;...;1786;...;-;-;-;-;-;-;-;-;-;-;-;509;-;-;-;-;-;-;-;-;-;-;-;-;-;113;-;-;-;-;-;2562;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Alvorada de Minas (MG);-;-;-;...;-;-;-;-;2;-;-;166;-;-;-;...;-;-;-;-;...;205;...;-;-;-;-;-;-;-;-;-;-;-;335;-;-;-;-;-;-;-;-;-;-;-;-;-;808;-;-;-;-;-;673;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
