Município;Abacate;Abacaxi*;Açaí;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Alho;Amendoim (em casca);Arroz (em casca);Aveia (em grão);Azeitona;Banana (cacho);Batata-doce;Batata-inglesa;Borracha (látex coagulado);Borracha (látex líquido);Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Cana-de-açúcar;Cana para forragem;Caqui;Castanha de caju;Cebola;Centeio (em grão);Cevada (em grão);Chá-da-índia (folha verde);Coco-da-baía*;Dendê (cacho de coco);Erva-mate (folha verde);Ervilha (em grão);Fava (em grão);Feijão (em grão);Figo;Fumo (em folha);Girassol (em grão);Goiaba;Guaraná (semente);Juta (fibra);Laranja;Limão;Linho (semente);Maçã;Malva (fibra);Mamão;Mamona (baga);Mandioca;Manga;Maracujá;Marmelo;Melancia;Melão;Milho (em grão);Noz (fruto seco);Palmito;Pera;Pêssego;Pimenta-do-reino;Rami (fibra);Sisal ou agave (fibra);Soja (em grão);Sorgo (em grão);Tangerina;Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Ibitirama (ES);-;-;-;...;-;-;-;-;-;-;-;50;-;-;-;...;-;4501;4500;1;...;10;...;-;-;-;-;-;-;-;-;-;-;-;450;-;-;-;-;-;-;2;-;-;-;-;-;-;30;-;-;-;-;-;600;-;4;-;3;-;-;-;-;-;-;10;-;-;-;-;1
Iconha (ES);9;2;4;...;-;-;-;-;-;-;-;3432;-;-;6;...;38;3999;161;3838;...;15;...;1;-;-;-;-;-;4;-;-;-;-;13;-;-;-;1;-;-;10;1;-;-;-;-;-;25;-;1;-;-;-;15;-;5;-;-;-;-;-;-;-;13;-;-;-;-;-;1
Irupi (ES);-;-;-;...;-;-;-;-;-;-;-;24;-;-;-;...;-;9804;9800;4;...;5;...;-;-;-;-;-;-;-;-;-;-;-;265;-;-;-;-;-;-;8;-;-;-;-;-;-;7;-;1;-;-;-;600;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;1
Itaguaçu (ES);-;-;-;...;-;-;-;-;-;-;-;1205;-;-;-;...;15;6885;1300;5585;...;25;...;-;-;-;-;-;-;5;-;-;-;-;12;-;-;-;16;-;-;-;23;-;-;-;35;-;13;40;1;-;-;-;40;-;4;-;-;4;-;-;-;-;-;30;-;-;-;-;-
Itapemirim (ES);-;135;-;...;-;-;-;-;-;-;-;40;3;-;30;...;-;595;-;595;...;6500;...;-;-;-;-;-;-;27;-;-;-;-;16;-;-;-;-;-;-;5;4;-;-;-;-;-;400;-;8;-;-;-;10;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-
Itarana (ES);7;-;-;...;-;-;10;-;-;-;-;166;-;4;-;...;12;3620;2520;1100;...;40;...;-;-;9;-;-;-;3;-;-;-;-;170;-;-;-;32;-;-;7;115;-;-;-;6;-;20;15;3;-;-;-;95;-;5;-;-;9;-;-;-;-;-;40;-;-;-;-;1
Iúna (ES);-;-;-;...;-;-;-;-;-;-;-;28;-;-;-;...;-;12540;12500;40;...;12;...;-;-;-;-;-;-;-;-;-;-;-;320;-;-;-;-;-;-;10;2;-;-;-;-;-;10;-;-;-;-;-;500;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-
Jaguaré (ES);-;10;-;...;-;-;-;-;-;-;-;20;-;-;301;...;99;12525;-;12525;...;-;...;-;-;-;-;-;-;290;-;-;-;-;45;-;-;-;19;-;-;16;25;-;-;-;300;-;20;-;40;-;20;-;25;-;5;-;-;2300;-;-;-;-;-;-;-;-;-;-;-
Jerônimo Monteiro (ES);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;2270;220;2050;...;-;...;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;135;-;-;-;-;-;-;5;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
João Neiva (ES);-;-;-;...;-;-;-;-;-;-;-;35;-;-;2;...;191;1289;30;1259;...;25;...;-;-;-;-;-;-;5;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;9;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Laranja da Terra (ES);4;-;-;...;-;-;-;-;2;-;-;650;-;-;-;...;4;2670;50;2620;...;-;...;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;20;-;-;3;10;-;-;-;-;-;12;150;4;-;-;-;100;-;-;-;-;1;-;-;-;-;-;80;-;-;-;-;-
Linhares (ES);-;-;-;...;-;-;-;-;-;-;-;1690;-;-;476;...;12964;13800;-;13800;...;16574;...;-;-;-;-;-;-;2770;-;-;-;-;170;-;-;-;2;-;-;150;150;-;-;-;1200;-;500;3;80;-;-;-;310;-;84;-;-;200;-;-;-;-;30;-;-;-;-;-;-
Mantenópolis (ES);-;-;-;...;-;-;-;-;30;-;-;45;-;-;-;...;-;4117;3475;642;...;3;...;-;-;-;-;-;-;10;-;-;-;-;28;-;-;-;-;-;-;28;-;-;-;-;-;-;-;200;5;-;2;-;60;-;-;-;-;35;-;-;-;-;-;30;-;-;-;-;3
Marataízes (ES);-;1414;-;...;-;-;-;-;-;-;-;3;-;-;16;...;-;-;-;-;...;1667;...;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;330;-;15;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Marechal Floriano (ES);50;-;-;...;-;-;-;-;-;-;-;1000;-;-;-;...;-;1800;1800;-;...;5;...;-;-;-;-;-;-;-;-;-;-;-;140;-;-;-;2;-;-;30;5;-;-;-;-;-;40;-;10;-;-;-;80;-;100;-;-;-;-;-;-;-;100;50;-;-;-;-;7
Marilândia (ES);-;-;-;...;-;-;-;-;-;-;-;150;-;-;-;...;160;7600;-;7600;...;40;...;-;-;-;-;-;-;30;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;20;10;-;-;12;-;11;-;10;-;-;100;-;-;-;-;-;-;-;-;-;-;-
Mimoso do Sul (ES);-;-;-;...;-;-;-;-;-;-;-;1065;-;-;380;...;-;7922;3682;4240;...;-;...;-;-;-;-;-;-;35;-;-;-;-;50;-;-;-;3;-;-;18;2;-;-;-;-;-;35;-;-;-;-;-;60;-;15;-;-;-;-;-;-;-;5;-;-;-;-;-;-
Montanha (ES);-;2;-;...;-;-;-;-;-;-;-;250;-;-;19;...;-;3100;-;3100;...;2029;...;-;-;-;-;-;-;15;-;-;-;-;20;-;-;-;20;-;-;-;-;-;-;-;960;-;720;-;5;-;6;-;20;-;-;-;-;130;-;-;-;-;-;5;-;-;-;-;-
Mucurici (ES);-;-;-;...;-;-;-;-;-;-;-;3;-;-;-;...;-;67;-;67;...;85;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;213;-;2;-;5;-;1100;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-
Muniz Freire (ES);20;-;-;...;-;-;-;-;-;-;-;120;10;120;-;...;-;10105;8500;1605;...;-;...;-;-;-;-;-;-;-;-;-;-;-;340;-;-;-;-;-;-;20;4;-;-;-;-;-;80;-;-;-;-;-;350;-;24;-;5;-;-;-;-;-;18;200;-;-;-;-;3
Muqui (ES);-;-;-;...;-;-;-;-;-;-;-;20;-;-;-;...;-;4367;400;3967;...;-;...;-;-;-;-;-;-;4;-;-;-;-;60;-;-;-;2;-;-;10;4;-;-;-;-;-;15;-;3;-;-;-;320;-;12;-;-;2;-;-;-;-;2;-;-;-;-;-;-
Nova Venécia (ES);-;3;-;...;-;-;-;-;34;-;-;67;-;-;89;...;120;11726;-;11726;...;107;...;-;-;-;-;-;-;90;-;-;-;-;30;-;-;-;-;-;-;35;10;-;-;-;75;-;100;15;10;-;25;-;55;-;20;-;-;1287;-;-;-;-;-;1;-;-;-;-;1
Pancas (ES);-;2;-;...;-;-;-;-;2;-;-;426;-;-;4;...;128;12150;-;12150;...;3;...;-;-;-;-;-;-;15;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;23;90;1;-;12;-;30;-;2;-;-;30;-;-;-;-;-;-;-;-;-;-;3
Pedro Canário (ES);-;3;-;...;-;-;-;-;-;-;-;70;-;-;57;...;-;970;-;970;...;5168;...;-;-;-;-;-;-;40;-;-;-;-;20;-;-;-;12;-;-;-;60;-;-;-;815;-;170;-;40;-;22;-;45;-;-;-;-;400;-;-;-;-;-;-;-;-;-;-;-
Pinheiros (ES);-;2;-;...;-;-;-;-;-;-;-;250;-;-;867;...;50;7400;-;7400;...;6217;...;-;-;-;-;-;-;160;-;-;-;-;160;-;-;-;1;-;-;120;80;-;-;-;1400;-;230;-;35;-;70;-;500;-;-;-;-;1000;-;-;-;-;30;3;-;-;-;-;-
Piúma (ES);-;-;-;...;-;-;-;-;-;-;-;3;-;-;41;...;6;257;-;257;...;-;...;-;-;-;-;-;-;10;-;-;-;-;12;-;-;-;1;-;-;-;-;-;-;-;-;-;5;9;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-
Ponto Belo (ES);-;1;-;...;-;-;-;-;-;-;-;6;5;-;-;...;4;332;-;332;...;-;...;-;-;-;-;-;-;2;-;-;-;-;6;-;-;-;2;-;-;-;-;-;-;-;240;-;360;-;2;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-
Presidente Kennedy (ES);3;600;-;...;-;-;-;-;-;-;-;25;10;-;49;...;-;100;-;100;...;650;...;-;-;-;-;-;-;30;-;-;-;-;40;-;-;-;-;-;-;15;8;-;-;-;20;-;430;8;20;-;10;-;40;-;-;-;-;2;-;-;-;-;-;5;-;-;-;-;-
Rio Bananal (ES);-;-;-;...;-;-;-;-;-;-;-;80;-;-;32;...;639;16900;-;16900;...;50;...;-;-;-;-;-;-;248;-;-;-;-;110;-;-;-;-;-;-;-;-;-;-;-;40;-;40;-;-;-;30;-;70;-;-;-;-;1400;-;-;-;-;-;-;-;-;-;-;-
Rio Novo do Sul (ES);-;-;-;...;-;-;-;-;-;-;-;1834;-;-;264;...;20;2355;50;2305;...;10;...;-;-;-;-;-;-;15;-;-;-;-;20;-;-;-;4;-;-;20;5;-;-;-;-;-;50;-;2;-;-;-;60;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Santa Leopoldina (ES);25;1;12;...;-;-;-;-;-;-;-;1150;200;10;-;...;12;4680;880;3800;...;30;...;-;-;-;-;-;-;8;-;-;-;-;115;-;-;-;3;-;-;100;35;-;-;-;-;-;400;3;9;-;-;-;85;-;150;-;-;5;-;-;-;-;170;45;-;-;-;-;7
Santa Maria de Jetibá (ES);40;-;-;...;-;-;110;-;-;-;-;60;90;90;-;...;12;2600;2520;80;...;-;...;-;-;300;-;-;-;-;-;-;-;-;1710;-;-;-;7;-;-;14;5;-;-;-;-;-;150;-;25;-;-;-;1900;-;20;-;-;-;-;-;-;-;20;250;-;-;-;-;10
Santa Teresa (ES);-;-;-;...;-;-;-;-;-;-;-;240;-;-;16;...;73;9300;3700;5600;...;200;...;20;-;-;-;-;-;-;-;-;-;-;110;-;-;-;8;-;-;15;6;-;-;-;5;-;35;70;8;-;-;-;42;-;26;-;-;11;-;-;-;-;40;150;-;-;-;-;49
São Domingos do Norte (ES);-;-;-;...;-;-;-;-;-;-;-;40;-;-;53;...;110;4800;-;4800;...;5;...;-;-;-;-;-;-;297;-;-;-;-;2;-;-;-;-;-;-;102;-;-;-;-;-;-;16;100;-;-;15;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-
São Gabriel da Palha (ES);-;-;-;...;-;-;-;-;-;-;-;90;-;-;90;...;90;7981;-;7981;...;20;...;-;-;-;-;-;-;300;-;-;-;-;40;-;-;-;-;-;-;5;-;-;-;-;-;-;10;12;-;-;-;-;40;-;-;-;-;573;-;-;-;-;-;-;-;-;-;-;-
São José do Calçado (ES);-;-;-;...;-;-;-;-;-;-;-;80;-;-;-;...;-;1762;1560;202;...;-;...;-;-;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;21;5;-;-;-;-;-;50;-;-;-;-;-;200;-;8;-;-;-;-;-;-;-;4;-;-;-;-;-;-
São Mateus (ES);-;45;-;...;-;-;-;-;-;-;-;155;-;-;1833;...;650;12790;-;12790;...;2156;...;-;-;-;-;-;-;2500;-;-;-;-;80;-;-;-;10;-;-;10;145;-;-;-;750;-;380;5;75;-;-;-;100;-;-;-;-;5600;-;-;-;-;5;2;-;-;-;-;1
São Roque do Canaã (ES);-;-;-;...;-;-;-;-;-;-;-;220;-;-;-;...;32;3550;500;3050;...;300;...;-;-;-;-;-;-;6;-;-;-;-;4;-;-;-;150;-;-;3;-;-;-;-;10;-;3;4;-;-;-;-;20;-;-;-;-;13;-;-;-;-;-;25;-;-;-;-;-
Serra (ES);-;-;-;...;-;-;-;-;-;-;-;12;-;-;632;...;3;799;-;799;...;-;...;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;10;5;-;-;-;-;-;25;-;-;-;-;-;30;-;7;-;-;23;-;-;-;-;-;-;-;-;-;-;-
Sooretama (ES);-;-;-;...;-;-;-;-;-;-;-;80;-;-;1000;...;90;8500;-;8500;...;20;...;-;-;-;-;-;-;259;-;-;-;-;100;-;-;-;-;-;-;50;20;-;-;-;400;-;150;-;100;-;-;-;20;-;-;-;-;600;-;-;-;-;-;20;-;-;-;-;-
Vargem Alta (ES);130;-;-;...;-;-;-;-;-;-;-;800;-;-;-;...;-;5500;2900;2600;...;3;...;4;-;-;-;-;-;-;-;-;-;-;130;-;-;-;-;-;-;20;-;-;-;-;-;-;10;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;10;53;-;-;-;-;14
Venda Nova do Imigrante (ES);480;-;-;...;-;-;-;-;-;-;-;40;-;8;-;...;-;3000;3000;-;...;8;...;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;12;-;-;6;2;-;-;-;-;-;5;-;-;-;-;-;80;-;30;-;25;-;-;-;-;-;80;220;-;-;-;-;19
Viana (ES);7;-;-;...;-;-;-;-;-;-;-;850;2;-;243;...;8;505;50;455;...;130;...;-;-;-;-;-;-;15;-;-;-;-;13;-;-;-;-;-;-;40;20;-;-;-;-;-;130;-;2;-;-;-;3;-;27;-;-;1;-;-;-;-;22;-;-;-;-;42;-
Vila Pavão (ES);-;1;-;...;-;-;-;-;-;-;-;45;-;-;4;...;5;3800;-;3800;...;14;...;-;-;-;-;-;-;120;-;-;-;-;24;-;-;-;1;-;-;-;-;-;-;-;12;-;40;-;5;-;12;-;5;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;3
Vila Valério (ES);-;-;-;...;-;-;-;-;-;-;-;40;-;-;36;...;58;15000;-;15000;...;-;...;-;-;-;-;-;-;550;-;-;-;-;220;-;-;-;-;-;-;5;-;-;-;-;300;-;25;4;30;-;40;-;80;-;-;-;-;1550;-;-;-;-;-;-;-;-;-;-;-
Vila Velha (ES);-;-;-;...;-;-;-;-;-;-;-;-;-;-;200;...;-;-;-;-;...;100;...;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;10;-;-;-;-;-;11;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Vitória (ES);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
Angra dos Reis (RJ);-;-;-;...;-;-;-;-;-;-;-;31;-;-;-;...;-;-;-;-;...;15;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;192;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Aperibé (RJ);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;5;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;7;2;2;-;-;-;12;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-
Araruama (RJ);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;3056;...;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;1677;300;-;-;-;-;-;114;-;3;-;3;-;-;-;-;-;-;-;-;-;-;-;143;-;-;-;-;-;-
Areal (RJ);-;-;-;...;-;-;-;-;-;-;-;6;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1
Armação dos Búzios (RJ);-;-;-;...;-;-;-;-;-;-;-;3;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Barra do Piraí (RJ);-;-;-;...;-;-;-;-;-;-;-;6;-;-;-;...;-;4;4;-;...;40;...;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Barra Mansa (RJ);-;-;-;...;-;-;-;-;-;-;-;2;-;-;-;...;-;2;2;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;24;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-
Belford Roxo (RJ);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
Bom Jardim (RJ);-;-;-;...;-;-;-;-;-;-;-;95;237;-;-;...;-;1140;1140;-;...;-;...;3;-;-;-;-;-;-;-;-;-;-;106;-;-;-;6;-;-;6;2;-;-;-;-;-;50;-;54;-;-;-;94;-;-;-;-;-;-;-;-;-;10;206;-;-;-;-;-
Bom Jesus do Itabapoana (RJ);-;-;-;...;-;-;-;-;-;-;-;4;-;-;-;...;-;723;723;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;8;-;-;108;-;-;-;-;-;-;4;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;4
Cabo Frio (RJ);-;-;-;...;-;-;-;-;-;-;-;9;-;-;-;...;-;-;-;-;...;1830;...;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;1;-;-;7;5;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-
Cachoeiras de Macacu (RJ);-;1;-;...;-;-;-;-;-;-;-;166;130;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;89;-;-;-;-;72;-;-;-;578;-;-;25;54;-;-;-;-;-;1089;-;38;-;-;-;-;-;65;-;-;-;-;-;-;-;8;-;-;-;-;-;-
Cambuci (RJ);-;-;-;...;-;-;-;-;5;-;-;42;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;2;-;-;-;-;-;70;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;1
Carapebus (RJ);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;3;-;-;-;-;5;-;-;-;-;-;-;15;5;-;-;-;-;-;15;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Comendador Levy Gasparian (RJ);-;-;-;...;-;-;-;-;-;-;-;6;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Campos dos Goytacazes (RJ);8;240;-;...;-;-;-;-;-;-;-;50;9;-;-;...;-;5;-;5;...;40000;...;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;5;-;-;10;11;-;-;-;-;-;350;8;9;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-
Cantagalo (RJ);-;-;-;...;-;-;-;-;10;-;-;5;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;8;4;-;-;-;-;-;15;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-
Cardoso Moreira (RJ);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;3;3;-;...;100;...;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
Carmo (RJ);-;-;-;...;-;-;-;-;-;-;-;4;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-
Casimiro de Abreu (RJ);-;-;-;...;-;-;-;-;-;-;-;205;-;-;-;...;-;-;-;-;...;10;...;-;-;-;-;-;-;5;-;-;-;-;50;-;-;-;-;-;-;50;4;-;-;-;-;-;160;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Conceição de Macabu (RJ);-;-;-;...;-;-;-;-;-;-;-;30;-;-;-;...;-;40;40;-;...;18;...;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Cordeiro (RJ);-;-;-;...;-;-;-;-;-;-;-;10;-;-;-;...;-;-;-;-;...;-;...;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;2;-;-;-;50;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-
Duas Barras (RJ);2;-;-;...;-;-;-;-;-;-;-;43;7;-;-;...;-;300;300;-;...;-;...;16;-;-;-;-;-;-;-;-;-;-;10;1;-;-;1;-;-;22;4;-;-;-;-;-;42;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;54;25;-;-;-;-;-
Duque de Caxias (RJ);-;-;-;...;-;-;-;-;-;-;-;350;-;-;-;...;-;-;-;-;...;48;...;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;10;-;-;-;8;-;-;-;-;-;305;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Engenheiro Paulo de Frontin (RJ);-;-;-;...;-;-;-;-;-;-;-;25;-;-;-;...;-;-;-;-;...;5;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Guapimirim (RJ);-;-;-;...;-;-;-;-;-;-;-;130;60;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;295;-;15;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Iguaba Grande (RJ);-;-;-;...;-;-;-;-;-;-;-;2;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Itaboraí (RJ);-;-;-;...;-;-;-;-;-;-;-;24;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;68;6;-;-;-;-;-;23;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-
Itaguaí (RJ);-;-;-;...;-;-;-;-;-;-;-;320;-;-;-;...;-;-;-;-;...;60;...;-;-;-;-;-;-;110;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Italva (RJ);-;-;-;...;-;-;-;-;17;-;-;15;-;-;-;...;-;-;-;-;...;350;...;-;-;-;-;-;-;12;-;-;-;-;8;-;-;-;3;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-
Itaocara (RJ);-;-;-;...;-;-;-;-;-;-;-;8;-;-;-;...;-;-;-;-;...;200;...;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;5;-;-;-;6;-;-;-;-;-;14;45;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-
Itaperuna (RJ);-;-;-;...;-;-;-;-;12;-;-;10;-;-;-;...;-;15;15;-;...;-;...;-;-;-;-;-;-;8;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-
Itatiaia (RJ);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
Japeri (RJ);-;-;-;...;-;-;-;-;-;-;-;75;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;15;9;-;-;-;-;-;251;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Laje do Muriaé (RJ);-;-;-;...;-;-;-;-;-;-;-;5;-;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Macaé (RJ);-;-;-;...;-;-;-;-;250;-;-;278;3;-;-;...;-;-;-;-;...;-;...;-;-;-;-;-;-;1;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;2;-;-;-;841;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Macuco (RJ);-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;...;-;...;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Magé (RJ);-;-;-;...;-;-;-;-;-;-;-;80;106;-;-;...;-;-;-;-;...;70;...;-;-;-;-;-;-;15;-;-;-;-;20;-;-;-;19;-;-;-;-;-;-;-;-;-;318;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Mangaratiba (RJ);-;-;-;...;-;-;-;-;-;-;-;2215;-;-;-;...;-;-;-;-;...;7;...;15;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;14;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-
